Size,Insertion/Deletion Frequency,Search Randomness,Search Prediction,Data Structure
4176,0.87,0.271,50,SEQUENCE
40848,0.851,0.279,106,HASH_MAP
30768,0.641,0.195,636,HASH_MAP
14448,0.301,0.143,54,SINGLY_LINKED_LIST
2544,0.053,0.087,8,SEQUENCE
18576,0.774,0.084,325,HASH_MAP
2064,0.086,0.069,9,SINGLY_LINKED_LIST
3792,0.158,0.261,61,TREE_MAP
336,0.35,0.443,3,SINGLY_LINKED_LIST
6672,0.556,0.41,28,HASH_MAP
7056,0.735,0.206,0,SINGLY_LINKED_LIST
6864,0.572,0.194,41,SINGLY_LINKED_LIST
5328,0.111,0.241,74,HASH_MAP
1392,0.29,0.073,2,SINGLY_LINKED_LIST
4704,0.784,0.084,51,SINGLY_LINKED_LIST
528,0.11,0.34,10,SINGLY_LINKED_LIST
39504,0.823,0.091,755,HASH_MAP
33936,0.707,0.029,294,HASH_MAP
32304,0.673,0.243,203,SINGLY_LINKED_LIST
6672,0.278,0.408,12,SINGLY_LINKED_LIST
3792,0.079,0.113,57,HASH_MAP
8304,0.173,0.471,113,HASH_MAP
47088,0.981,0.004,709,SINGLY_LINKED_LIST
19824,0.826,0.417,305,SEQUENCE
48,0.25,0.178,0,SINGLY_LINKED_LIST
28944,0.603,0.258,295,HASH_MAP
3888,0.324,0.047,51,SINGLY_LINKED_LIST
2736,0.114,0.173,2,SINGLY_LINKED_LIST
1008,0.525,0.395,17,SINGLY_LINKED_LIST
1296,0.054,0.345,25,HASH_MAP
2976,0.496,0.319,30,SEQUENCE
10992,0.458,0.221,82,SEQUENCE
1776,0.148,0.412,3,SINGLY_LINKED_LIST
4992,0.832,0.434,40,SINGLY_LINKED_LIST
2352,0.245,0.128,48,HASH_MAP
4464,0.744,0.092,17,SINGLY_LINKED_LIST
14544,0.303,0.407,10,HASH_MAP
4176,0.435,0.092,6,SINGLY_LINKED_LIST
7632,0.318,0.161,42,HASH_MAP
5232,0.436,0.173,53,SINGLY_LINKED_LIST
6384,0.133,0.359,111,HASH_MAP
12144,0.506,0.046,32,SINGLY_LINKED_LIST
35856,0.747,0.126,351,HASH_MAP
9648,0.201,0.377,83,HASH_MAP
2256,0.094,0.214,31,HASH_MAP
10512,0.219,0.314,94,SEQUENCE
432,0.009,0.344,3,TREE_MAP
28368,0.591,0.187,568,HASH_MAP
240,0.625,0.058,2,SINGLY_LINKED_LIST
1056,0.88,0.22,22,SINGLY_LINKED_LIST
39504,0.823,0.326,508,HASH_MAP
7152,0.149,0.055,25,SINGLY_LINKED_LIST
10512,0.219,0.094,138,HASH_MAP
9072,0.189,0.102,61,SEQUENCE
46704,0.973,0.009,88,HASH_MAP
912,0.76,0.353,15,SINGLY_LINKED_LIST
22128,0.461,0.192,65,TREE_MAP
8304,0.865,0.247,105,HASH_MAP
1056,0.88,0.143,1,SINGLY_LINKED_LIST
13104,0.273,0.349,271,HASH_MAP
35952,0.749,0.46,318,HASH_MAP
768,0.64,0.36,14,SINGLY_LINKED_LIST
9648,0.402,0.357,166,SEQUENCE
2928,0.244,0.173,44,SINGLY_LINKED_LIST
36912,0.769,0.064,301,HASH_MAP
19536,0.814,0.256,81,SINGLY_LINKED_LIST
7056,0.735,0.125,84,HASH_MAP
8496,0.354,0.478,106,SEQUENCE
41712,0.869,0.289,624,HASH_MAP
42288,0.881,0.236,860,HASH_MAP
23856,0.497,0.309,381,SEQUENCE
5808,0.484,0.294,1,SINGLY_LINKED_LIST
1776,0.148,0.029,9,TREE_MAP
4416,0.736,0.389,86,SINGLY_LINKED_LIST
5424,0.113,0.152,71,HASH_MAP
1872,0.195,0.004,3,HASH_MAP
624,0.052,0.168,13,SINGLY_LINKED_LIST
8496,0.354,0.463,132,SINGLY_LINKED_LIST
5712,0.595,0.138,23,SINGLY_LINKED_LIST
2736,0.57,0.036,31,SEQUENCE
17904,0.746,0.159,257,SEQUENCE
23568,0.491,0.213,131,HASH_MAP
5232,0.109,0.062,20,HASH_MAP
17712,0.738,0.465,148,HASH_MAP
40656,0.847,0.077,651,SINGLY_LINKED_LIST
11856,0.494,0.458,126,SEQUENCE
43056,0.897,0.338,197,SINGLY_LINKED_LIST
14928,0.622,0.099,183,SEQUENCE
5328,0.444,0.323,88,SEQUENCE
1104,0.092,0.471,13,TREE_MAP
36528,0.761,0.141,24,HASH_MAP
5712,0.476,0.171,102,SINGLY_LINKED_LIST
336,0.875,0.059,1,SINGLY_LINKED_LIST
26928,0.561,0.377,251,SEQUENCE
4656,0.388,0.411,72,HASH_MAP
25008,0.521,0.456,152,SINGLY_LINKED_LIST
18672,0.389,0.46,354,SEQUENCE
5712,0.238,0.103,46,TREE_MAP
18288,0.762,0.231,255,SINGLY_LINKED_LIST
1872,0.078,0.131,14,TREE_MAP
1392,0.058,0.349,25,SINGLY_LINKED_LIST
5712,0.595,0.37,44,HASH_MAP
5808,0.121,0.038,29,TREE_MAP
28752,0.599,0.332,330,SEQUENCE
31344,0.653,0.351,424,HASH_MAP
192,0.8,0.446,0,SINGLY_LINKED_LIST
19248,0.401,0.101,386,SEQUENCE
21552,0.449,0.163,173,HASH_MAP
15024,0.313,0.379,40,SINGLY_LINKED_LIST
19632,0.818,0.449,90,TREE_MAP
11568,0.482,0.232,155,HASH_MAP
42192,0.879,0.464,282,HASH_MAP
4752,0.99,0.175,86,SINGLY_LINKED_LIST
864,0.72,0.067,11,SINGLY_LINKED_LIST
33264,0.693,0.373,485,HASH_MAP
3696,0.616,0.069,56,SINGLY_LINKED_LIST
32784,0.683,0.026,118,HASH_MAP
44976,0.937,0.045,861,HASH_MAP
3216,0.134,0.468,31,HASH_MAP
17232,0.359,0.108,14,TREE_MAP
30672,0.639,0.098,521,HASH_MAP
912,0.152,0.458,10,TREE_MAP
1872,0.039,0.051,16,HASH_MAP
3024,0.252,0.156,2,SINGLY_LINKED_LIST
5616,0.585,0.44,29,SINGLY_LINKED_LIST
7728,0.161,0.075,30,HASH_MAP
144,0.12,0.317,3,SINGLY_LINKED_LIST
26064,0.543,0.262,181,HASH_MAP
23952,0.499,0.203,153,HASH_MAP
10224,0.852,0.292,121,HASH_MAP
96,0.4,0.357,2,SINGLY_LINKED_LIST
144,0.024,0.073,2,SEQUENCE
9072,0.756,0.418,87,SEQUENCE
3792,0.158,0.334,18,SINGLY_LINKED_LIST
17328,0.722,0.391,182,HASH_MAP
11088,0.924,0.049,81,SINGLY_LINKED_LIST
672,0.112,0.13,8,SINGLY_LINKED_LIST
13104,0.546,0.133,264,HASH_MAP
16272,0.339,0.313,300,SEQUENCE
41616,0.867,0.064,846,TREE_MAP
9648,0.402,0.128,141,HASH_MAP
5136,0.856,0.435,92,SINGLY_LINKED_LIST
18672,0.389,0.092,157,HASH_MAP
12816,0.267,0.287,71,HASH_MAP
3408,0.71,0.044,37,SINGLY_LINKED_LIST
26736,0.557,0.398,153,HASH_MAP
4896,0.816,0.446,50,SINGLY_LINKED_LIST
44496,0.927,0.271,672,HASH_MAP
5232,0.436,0.211,68,SINGLY_LINKED_LIST
2064,0.086,0.251,5,TREE_MAP
3984,0.083,0.104,66,SEQUENCE
29904,0.623,0.316,224,HASH_MAP
31152,0.649,0.106,327,HASH_MAP
13104,0.546,0.312,9,HASH_MAP
15504,0.323,0.174,80,SEQUENCE
31344,0.653,0.335,128,SEQUENCE
336,0.056,0.265,4,SEQUENCE
144,0.024,0.155,1,SINGLY_LINKED_LIST
5616,0.234,0.134,111,SINGLY_LINKED_LIST
1296,0.216,0.182,8,HASH_MAP
30384,0.633,0.302,50,HASH_MAP
3408,0.071,0.323,33,SEQUENCE
17712,0.738,0.276,118,HASH_MAP
23376,0.974,0.244,61,SINGLY_LINKED_LIST
1488,0.31,0.225,13,SINGLY_LINKED_LIST
32496,0.677,0.061,35,HASH_MAP
18384,0.766,0.389,110,TREE_MAP
33264,0.693,0.312,90,TREE_MAP
3216,0.67,0.44,53,HASH_MAP
8976,0.187,0.103,49,SEQUENCE
7728,0.322,0.071,121,HASH_MAP
40176,0.837,0.401,21,SINGLY_LINKED_LIST
38832,0.809,0.425,285,HASH_MAP
11568,0.964,0.232,8,TREE_MAP
5616,0.234,0.01,74,SINGLY_LINKED_LIST
10512,0.219,0.205,180,SEQUENCE
21264,0.886,0.207,392,TREE_MAP
7728,0.161,0.381,54,HASH_MAP
8784,0.915,0.438,139,SINGLY_LINKED_LIST
816,0.85,0.357,13,SINGLY_LINKED_LIST
30288,0.631,0.462,257,SEQUENCE
2784,0.464,0.182,34,SEQUENCE
30768,0.641,0.397,5,SINGLY_LINKED_LIST
47184,0.983,0.412,668,SINGLY_LINKED_LIST
46512,0.969,0.243,729,SINGLY_LINKED_LIST
36048,0.751,0.143,88,HASH_MAP
4032,0.672,0.068,27,SINGLY_LINKED_LIST
36048,0.751,0.273,399,HASH_MAP
2544,0.265,0.241,39,SEQUENCE
816,0.425,0.015,1,SINGLY_LINKED_LIST
528,0.055,0.024,3,SINGLY_LINKED_LIST
7344,0.306,0.43,131,HASH_MAP
912,0.095,0.043,8,HASH_MAP
1296,0.108,0.42,18,HASH_MAP
384,0.064,0.39,0,SINGLY_LINKED_LIST
2448,0.204,0.108,28,SINGLY_LINKED_LIST
2064,0.172,0.173,41,SINGLY_LINKED_LIST
2928,0.244,0.028,37,SEQUENCE
43056,0.897,0.273,267,HASH_MAP
4944,0.103,0.408,35,HASH_MAP
13872,0.578,0.048,42,SEQUENCE
4032,0.672,0.073,75,SINGLY_LINKED_LIST
17808,0.371,0.113,84,TREE_MAP
1776,0.185,0.08,27,SEQUENCE
18768,0.391,0.366,276,HASH_MAP
27216,0.567,0.008,526,SEQUENCE
18192,0.758,0.226,232,TREE_MAP
1008,0.42,0.065,17,SINGLY_LINKED_LIST
17808,0.742,0.31,124,HASH_MAP
8112,0.845,0.298,50,SEQUENCE
18576,0.387,0.445,94,SINGLY_LINKED_LIST
41904,0.873,0.257,190,SINGLY_LINKED_LIST
6288,0.262,0.069,95,HASH_MAP
5904,0.246,0.048,4,SINGLY_LINKED_LIST
41136,0.857,0.016,16,TREE_MAP
21072,0.439,0.192,4,HASH_MAP
16944,0.706,0.069,230,HASH_MAP
13392,0.558,0.094,231,SEQUENCE
44208,0.921,0.085,99,HASH_MAP
25296,0.527,0.046,106,SINGLY_LINKED_LIST
15792,0.329,0.093,270,SEQUENCE
35856,0.747,0.103,325,HASH_MAP
22032,0.918,0.291,53,SINGLY_LINKED_LIST
2592,0.432,0.005,15,SINGLY_LINKED_LIST
336,0.07,0.268,3,SINGLY_LINKED_LIST
17712,0.738,0.319,261,SEQUENCE
12912,0.269,0.26,77,HASH_MAP
41712,0.869,0.354,617,HASH_MAP
9552,0.796,0.182,108,SINGLY_LINKED_LIST
10608,0.221,0.413,35,SINGLY_LINKED_LIST
13392,0.558,0.402,203,SEQUENCE
528,0.55,0.088,5,SINGLY_LINKED_LIST
432,0.225,0.228,1,SINGLY_LINKED_LIST
16944,0.706,0.087,39,HASH_MAP
42192,0.879,0.337,254,SINGLY_LINKED_LIST
26064,0.543,0.372,84,SINGLY_LINKED_LIST
21744,0.453,0.329,36,SINGLY_LINKED_LIST
27024,0.563,0.255,145,TREE_MAP
3312,0.69,0.098,3,SINGLY_LINKED_LIST
432,0.18,0.237,1,SEQUENCE
23856,0.994,0.446,450,HASH_MAP
10992,0.916,0.208,101,SINGLY_LINKED_LIST
8688,0.362,0.063,83,HASH_MAP
6096,0.508,0.012,103,HASH_MAP
41424,0.863,0.266,495,SINGLY_LINKED_LIST
10608,0.442,0.401,212,TREE_MAP
4176,0.348,0.344,37,SINGLY_LINKED_LIST
8784,0.915,0.478,119,SINGLY_LINKED_LIST
3504,0.73,0.245,32,SEQUENCE
14544,0.606,0.045,264,TREE_MAP
432,0.018,0.092,9,SINGLY_LINKED_LIST
40272,0.839,0.137,200,HASH_MAP
19152,0.798,0.318,65,SINGLY_LINKED_LIST
8112,0.845,0.173,6,HASH_MAP
23664,0.986,0.171,148,TREE_MAP
48,0.5,0.251,0,SINGLY_LINKED_LIST
13488,0.562,0.366,9,HASH_MAP
13296,0.554,0.062,212,SEQUENCE
4464,0.465,0.106,13,SINGLY_LINKED_LIST
336,0.175,0.077,0,SINGLY_LINKED_LIST
4944,0.103,0.068,30,TREE_MAP
7344,0.306,0.414,48,SINGLY_LINKED_LIST
7152,0.596,0.346,76,HASH_MAP
1728,0.288,0.36,19,TREE_MAP
9168,0.191,0.053,145,HASH_MAP
42096,0.877,0.051,59,HASH_MAP
1056,0.88,0.33,0,SINGLY_LINKED_LIST
33456,0.697,0.292,268,HASH_MAP
15696,0.654,0.055,216,TREE_MAP
8976,0.374,0.476,0,SINGLY_LINKED_LIST
2064,0.086,0.073,26,HASH_MAP
41328,0.861,0.444,33,SINGLY_LINKED_LIST
24432,0.509,0.256,135,HASH_MAP
39024,0.813,0.448,663,HASH_MAP
6576,0.685,0.381,75,HASH_MAP
26256,0.547,0.062,196,HASH_MAP
32208,0.671,0.34,441,HASH_MAP
14352,0.598,0.227,157,HASH_MAP
23184,0.966,0.238,350,SINGLY_LINKED_LIST
5808,0.242,0.236,36,HASH_MAP
17808,0.742,0.067,115,SINGLY_LINKED_LIST
46608,0.971,0.33,765,HASH_MAP
2352,0.392,0.121,39,HASH_MAP
624,0.065,0.112,6,HASH_MAP
18096,0.754,0.424,186,HASH_MAP
35952,0.749,0.156,380,HASH_MAP
39984,0.833,0.032,528,HASH_MAP
11088,0.462,0.049,156,HASH_MAP
23088,0.481,0.272,362,SEQUENCE
2352,0.98,0.225,12,SINGLY_LINKED_LIST
23088,0.962,0.306,91,TREE_MAP
7248,0.755,0.123,71,SINGLY_LINKED_LIST
20784,0.866,0.048,360,HASH_MAP
5904,0.123,0.426,82,HASH_MAP
44592,0.929,0.098,231,SINGLY_LINKED_LIST
4944,0.515,0.192,50,SINGLY_LINKED_LIST
864,0.72,0.389,3,SINGLY_LINKED_LIST
7248,0.151,0.013,105,SEQUENCE
9168,0.382,0.084,144,HASH_MAP
2304,0.384,0.191,25,SINGLY_LINKED_LIST
2448,0.408,0.274,38,SINGLY_LINKED_LIST
22992,0.958,0.112,293,SINGLY_LINKED_LIST
7632,0.636,0.306,38,TREE_MAP
38256,0.797,0.477,314,SINGLY_LINKED_LIST
48,0.008,0.461,0,SINGLY_LINKED_LIST
25488,0.531,0.344,37,HASH_MAP
34704,0.723,0.005,58,HASH_MAP
576,0.096,0.408,4,SINGLY_LINKED_LIST
26928,0.561,0.177,0,SINGLY_LINKED_LIST
20784,0.433,0.283,103,SINGLY_LINKED_LIST
10512,0.219,0.046,51,SINGLY_LINKED_LIST
23568,0.982,0.201,30,TREE_MAP
18768,0.391,0.27,301,HASH_MAP
31632,0.659,0.057,70,SINGLY_LINKED_LIST
8496,0.177,0.203,125,HASH_MAP
912,0.19,0.117,3,SINGLY_LINKED_LIST
14256,0.297,0.036,46,HASH_MAP
9552,0.199,0.039,51,SINGLY_LINKED_LIST
816,0.17,0.397,0,SINGLY_LINKED_LIST
1584,0.033,0.201,26,SINGLY_LINKED_LIST
47088,0.981,0.403,379,HASH_MAP
9456,0.985,0.391,175,SINGLY_LINKED_LIST
2832,0.472,0.466,32,SEQUENCE
20496,0.427,0.103,346,HASH_MAP
19632,0.818,0.314,94,HASH_MAP
36432,0.759,0.399,126,HASH_MAP
5328,0.222,0.413,106,SINGLY_LINKED_LIST
8112,0.845,0.346,125,HASH_MAP
3696,0.616,0.052,60,SINGLY_LINKED_LIST
42864,0.893,0.432,457,TREE_MAP
31728,0.661,0.044,125,HASH_MAP
1776,0.296,0.281,3,SINGLY_LINKED_LIST
624,0.026,0.343,9,HASH_MAP
2256,0.094,0.095,14,SINGLY_LINKED_LIST
15216,0.634,0.399,218,HASH_MAP
14448,0.301,0.473,116,SINGLY_LINKED_LIST
9072,0.945,0.066,162,HASH_MAP
30288,0.631,0.018,266,HASH_MAP
20208,0.421,0.141,14,HASH_MAP
23568,0.491,0.193,239,TREE_MAP
3552,0.592,0.04,54,HASH_MAP
12336,0.514,0.295,17,HASH_MAP
12912,0.538,0.304,0,SINGLY_LINKED_LIST
27504,0.573,0.316,396,HASH_MAP
18576,0.387,0.074,15,SINGLY_LINKED_LIST
5136,0.856,0.126,78,SINGLY_LINKED_LIST
4656,0.388,0.174,63,SEQUENCE
24528,0.511,0.43,332,TREE_MAP
12336,0.257,0.364,219,SEQUENCE
17808,0.742,0.275,47,TREE_MAP
3792,0.316,0.29,25,SINGLY_LINKED_LIST
816,0.425,0.156,12,SINGLY_LINKED_LIST
18192,0.379,0.254,248,SEQUENCE
3456,0.576,0.29,3,SEQUENCE
7248,0.604,0.351,115,HASH_MAP
4464,0.372,0.159,32,SINGLY_LINKED_LIST
4656,0.97,0.282,8,SINGLY_LINKED_LIST
1584,0.66,0.133,12,SINGLY_LINKED_LIST
32304,0.673,0.184,380,SEQUENCE
3984,0.332,0.232,48,SEQUENCE
10224,0.213,0.403,146,HASH_MAP
28464,0.593,0.406,167,TREE_MAP
34032,0.709,0.403,246,HASH_MAP
4224,0.704,0.449,56,TREE_MAP
5136,0.214,0.471,35,SINGLY_LINKED_LIST
528,0.011,0.082,1,HASH_MAP
25584,0.533,0.307,159,HASH_MAP
3216,0.335,0.189,35,SINGLY_LINKED_LIST
4272,0.089,0.467,68,HASH_MAP
7824,0.326,0.451,137,SINGLY_LINKED_LIST
11376,0.237,0.236,175,TREE_MAP
12336,0.257,0.42,106,TREE_MAP
1008,0.525,0.12,7,SINGLY_LINKED_LIST
2256,0.188,0.118,37,SEQUENCE
4656,0.97,0.036,96,SINGLY_LINKED_LIST
3408,0.071,0.475,66,SEQUENCE
17232,0.718,0.341,207,HASH_MAP
18384,0.766,0.019,371,SINGLY_LINKED_LIST
8784,0.366,0.429,151,TREE_MAP
7152,0.149,0.34,134,HASH_MAP
4464,0.744,0.198,7,SINGLY_LINKED_LIST
46416,0.967,0.463,635,HASH_MAP
6576,0.274,0.37,130,SINGLY_LINKED_LIST
1776,0.296,0.03,20,HASH_MAP
14928,0.311,0.284,93,TREE_MAP
19632,0.818,0.105,40,HASH_MAP
4464,0.744,0.472,91,HASH_MAP
16464,0.343,0.171,171,HASH_MAP
23568,0.982,0.011,282,SINGLY_LINKED_LIST
5712,0.476,0.041,89,SEQUENCE
25968,0.541,0.171,447,HASH_MAP
1632,0.272,0.032,30,SEQUENCE
9456,0.394,0.084,26,HASH_MAP
11664,0.972,0.122,218,SINGLY_LINKED_LIST
13296,0.277,0.332,64,HASH_MAP
4608,0.768,0.187,65,SINGLY_LINKED_LIST
10704,0.892,0.273,184,SINGLY_LINKED_LIST
4752,0.396,0.296,98,HASH_MAP
4272,0.089,0.084,48,HASH_MAP
144,0.15,0.207,2,SINGLY_LINKED_LIST
13296,0.554,0.413,57,TREE_MAP
7632,0.159,0.205,70,HASH_MAP
4752,0.198,0.412,40,SINGLY_LINKED_LIST
1392,0.116,0.406,19,HASH_MAP
624,0.026,0.123,0,SINGLY_LINKED_LIST
41616,0.867,0.019,537,HASH_MAP
10128,0.422,0.29,29,HASH_MAP
22224,0.926,0.303,337,SINGLY_LINKED_LIST
44688,0.931,0.264,19,HASH_MAP
13104,0.546,0.335,87,HASH_MAP
9936,0.414,0.371,151,SEQUENCE
23472,0.489,0.061,151,HASH_MAP
1488,0.031,0.174,26,TREE_MAP
8784,0.366,0.327,173,HASH_MAP
4464,0.744,0.345,79,TREE_MAP
17424,0.726,0.361,36,SINGLY_LINKED_LIST
1104,0.023,0.118,1,HASH_MAP
4608,0.768,0.159,96,SINGLY_LINKED_LIST
30192,0.629,0.333,349,HASH_MAP
12816,0.534,0.09,7,TREE_MAP
528,0.55,0.244,8,SINGLY_LINKED_LIST
912,0.019,0.062,7,HASH_MAP
6192,0.129,0.086,15,SEQUENCE
22416,0.467,0.054,166,SEQUENCE
4752,0.99,0.199,50,SINGLY_LINKED_LIST
7152,0.596,0.355,24,SINGLY_LINKED_LIST
37008,0.771,0.258,28,SINGLY_LINKED_LIST
8112,0.169,0.134,70,HASH_MAP
6672,0.139,0.134,89,HASH_MAP
20592,0.429,0.244,348,SEQUENCE
8688,0.905,0.142,92,SINGLY_LINKED_LIST
2496,0.416,0.335,25,HASH_MAP
576,0.096,0.444,8,SINGLY_LINKED_LIST
5232,0.218,0.364,9,SINGLY_LINKED_LIST
15984,0.666,0.263,145,HASH_MAP
40656,0.847,0.225,41,HASH_MAP
3696,0.077,0.333,42,HASH_MAP
43824,0.913,0.184,587,SINGLY_LINKED_LIST
18768,0.782,0.372,98,TREE_MAP
1008,0.168,0.261,1,SINGLY_LINKED_LIST
3504,0.584,0.236,54,SINGLY_LINKED_LIST
17328,0.722,0.009,113,HASH_MAP
11568,0.964,0.041,218,SINGLY_LINKED_LIST
5472,0.912,0.04,76,HASH_MAP
10992,0.229,0.105,104,TREE_MAP
48,0.1,0.385,1,SEQUENCE
48,0.001,0.353,1,SEQUENCE
3312,0.345,0.118,0,SINGLY_LINKED_LIST
19248,0.802,0.104,11,SINGLY_LINKED_LIST
4368,0.728,0.114,22,HASH_MAP
18864,0.393,0.216,179,HASH_MAP
27024,0.563,0.418,263,HASH_MAP
7248,0.302,0.036,11,SINGLY_LINKED_LIST
432,0.9,0.079,8,SINGLY_LINKED_LIST
14448,0.301,0.308,80,SEQUENCE
10416,0.434,0.469,109,HASH_MAP
8208,0.684,0.063,87,SINGLY_LINKED_LIST
4368,0.364,0.264,55,SINGLY_LINKED_LIST
4944,0.412,0.16,83,HASH_MAP
5808,0.484,0.479,23,HASH_MAP
32304,0.673,0.37,273,HASH_MAP
6192,0.516,0.145,0,SINGLY_LINKED_LIST
1584,0.66,0.148,22,SEQUENCE
576,0.48,0.126,8,SINGLY_LINKED_LIST
25968,0.541,0.292,4,TREE_MAP
11856,0.247,0.232,52,HASH_MAP
3312,0.138,0.057,59,HASH_MAP
15792,0.329,0.203,124,SEQUENCE
45264,0.943,0.412,335,HASH_MAP
34992,0.729,0.381,607,HASH_MAP
43152,0.899,0.221,820,HASH_MAP
1872,0.78,0.188,15,SINGLY_LINKED_LIST
2304,0.384,0.048,15,SEQUENCE
41904,0.873,0.035,608,SINGLY_LINKED_LIST
8784,0.366,0.014,11,TREE_MAP
26064,0.543,0.041,16,SINGLY_LINKED_LIST
7536,0.785,0.065,70,SINGLY_LINKED_LIST
12912,0.269,0.005,13,SINGLY_LINKED_LIST
27312,0.569,0.078,213,SINGLY_LINKED_LIST
23088,0.481,0.224,63,HASH_MAP
336,0.875,0.204,5,SINGLY_LINKED_LIST
46992,0.979,0.434,265,SINGLY_LINKED_LIST
16368,0.341,0.48,91,SINGLY_LINKED_LIST
42288,0.881,0.287,57,HASH_MAP
6672,0.139,0.226,29,HASH_MAP
4656,0.388,0.46,36,SINGLY_LINKED_LIST
12432,0.259,0.209,217,HASH_MAP
47856,0.997,0.058,440,HASH_MAP
144,0.006,0.176,1,SINGLY_LINKED_LIST
5328,0.555,0.3,49,HASH_MAP
45264,0.943,0.096,423,HASH_MAP
912,0.19,0.149,16,SINGLY_LINKED_LIST
5328,0.444,0.463,47,SINGLY_LINKED_LIST
27792,0.579,0.021,245,HASH_MAP
18768,0.391,0.465,358,TREE_MAP
8496,0.708,0.071,151,HASH_MAP
15984,0.666,0.235,265,TREE_MAP
1632,0.272,0.218,2,SINGLY_LINKED_LIST
25296,0.527,0.109,9,HASH_MAP
16176,0.337,0.292,141,SEQUENCE
11568,0.241,0.418,22,SEQUENCE
19248,0.802,0.089,314,SEQUENCE
7728,0.805,0.33,43,SINGLY_LINKED_LIST
10512,0.438,0.15,215,SEQUENCE
9168,0.191,0.469,155,SEQUENCE
4368,0.455,0.396,15,SINGLY_LINKED_LIST
47664,0.993,0.193,265,SINGLY_LINKED_LIST
6768,0.282,0.064,29,HASH_MAP
1008,0.021,0.465,15,SINGLY_LINKED_LIST
17808,0.742,0.3,76,TREE_MAP
5856,0.976,0.424,74,SINGLY_LINKED_LIST
47856,0.997,0.285,522,HASH_MAP
8592,0.358,0.015,136,HASH_MAP
21168,0.882,0.461,53,TREE_MAP
22416,0.467,0.17,397,HASH_MAP
45072,0.939,0.288,110,SINGLY_LINKED_LIST
44496,0.927,0.243,774,SINGLY_LINKED_LIST
1872,0.156,0.308,31,HASH_MAP
4752,0.792,0.015,0,SINGLY_LINKED_LIST
3504,0.073,0.427,51,HASH_MAP
46224,0.963,0.387,397,SINGLY_LINKED_LIST
16368,0.341,0.421,126,HASH_MAP
21936,0.914,0.418,126,SINGLY_LINKED_LIST
11568,0.964,0.122,172,SINGLY_LINKED_LIST
288,0.048,0.351,6,SINGLY_LINKED_LIST
5712,0.238,0.478,89,HASH_MAP
624,0.026,0.425,11,SINGLY_LINKED_LIST
10416,0.434,0.28,143,HASH_MAP
4368,0.364,0.357,1,SINGLY_LINKED_LIST
14928,0.622,0.221,251,HASH_MAP
8496,0.177,0.344,44,SEQUENCE
4944,0.515,0.376,57,HASH_MAP
816,0.85,0.227,17,SINGLY_LINKED_LIST
2352,0.49,0.359,0,SINGLY_LINKED_LIST
11952,0.996,0.413,133,SINGLY_LINKED_LIST
13584,0.566,0.059,6,HASH_MAP
15792,0.329,0.044,93,SINGLY_LINKED_LIST
3792,0.79,0.273,60,SINGLY_LINKED_LIST
9744,0.203,0.243,56,HASH_MAP
12048,0.502,0.035,95,SINGLY_LINKED_LIST
25488,0.531,0.252,477,HASH_MAP
14256,0.297,0.378,6,SINGLY_LINKED_LIST
1104,0.115,0.107,20,SINGLY_LINKED_LIST
23184,0.966,0.155,137,SINGLY_LINKED_LIST
10704,0.446,0.281,201,HASH_MAP
19536,0.814,0.252,91,HASH_MAP
42672,0.889,0.413,209,SINGLY_LINKED_LIST
5472,0.912,0.021,10,SINGLY_LINKED_LIST
2784,0.464,0.315,56,HASH_MAP
24912,0.519,0.402,78,SEQUENCE
37584,0.783,0.23,670,HASH_MAP
12624,0.526,0.362,224,SEQUENCE
23856,0.994,0.353,247,HASH_MAP
3312,0.552,0.471,26,SINGLY_LINKED_LIST
7344,0.306,0.26,68,HASH_MAP
17232,0.359,0.31,230,HASH_MAP
36528,0.761,0.134,507,HASH_MAP
1584,0.825,0.071,0,SINGLY_LINKED_LIST
37296,0.777,0.249,460,HASH_MAP
46032,0.959,0.358,370,SINGLY_LINKED_LIST
36816,0.767,0.023,555,HASH_MAP
1344,0.224,0.427,25,SINGLY_LINKED_LIST
13776,0.574,0.047,222,HASH_MAP
816,0.17,0.411,14,SINGLY_LINKED_LIST
4656,0.097,0.349,17,SINGLY_LINKED_LIST
37008,0.771,0.402,454,SINGLY_LINKED_LIST
47664,0.993,0.323,342,SINGLY_LINKED_LIST
48,0.05,0.01,1,TREE_MAP
2352,0.049,0.396,9,SEQUENCE
31056,0.647,0.454,486,HASH_MAP
26064,0.543,0.262,285,HASH_MAP
26736,0.557,0.246,89,SINGLY_LINKED_LIST
1776,0.074,0.245,13,SINGLY_LINKED_LIST
19536,0.407,0.371,187,HASH_MAP
2064,0.043,0.379,20,SINGLY_LINKED_LIST
10608,0.221,0.231,104,HASH_MAP
10992,0.458,0.241,22,SEQUENCE
2448,0.102,0.329,15,HASH_MAP
31632,0.659,0.339,492,HASH_MAP
5184,0.864,0.419,101,SINGLY_LINKED_LIST
16368,0.682,0.396,112,TREE_MAP
6576,0.685,0.372,129,SINGLY_LINKED_LIST
5616,0.234,0.18,107,SEQUENCE
5328,0.111,0.401,40,SEQUENCE
2928,0.488,0.427,14,HASH_MAP
37104,0.773,0.029,614,HASH_MAP
21936,0.457,0.433,354,TREE_MAP
47472,0.989,0.129,590,HASH_MAP
37776,0.787,0.056,611,HASH_MAP
40464,0.843,0.323,17,SINGLY_LINKED_LIST
37008,0.771,0.314,261,HASH_MAP
